months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit
95,26,647124,1/16/05 2:45,OH,250/500,2005,1497.544602,0
56,36,745737,5/27/11 13:21,IN,100/300,496,1534.372007,0
431,57,710775,8/18/96 11:34,OH,500/1000,501,1108.486426,0
147,36,797296,1/30/04 8:16,OH,500/1000,1981,1235.679725,0
163,37,418395,2/10/06 23:18,IN,500/1000,2001,1444.480792,0
101,33,590180,6/12/21 13:27,OH,100/300,1003,1052.032483,6940326
152,37,892514,5/9/03 7:26,IN,500/1000,988,1746.649095,0
87,30,367117,4/6/10 11:37,IN,100/300,1002,1443.270582,0
186,34,150520,8/13/22 23:32,IN,500/1000,499,1241.40051,0
286,47,731178,12/28/06 5:18,IN,100/300,997,1184.807079,0
444,56,182965,8/4/19 5:40,OH,500/1000,2037,1435.887784,0
121,34,138183,10/5/18 15:18,IN,250/500,992,1223.863852,0
399,56,405223,3/13/23 19:11,IL,250/500,502,1398.773871,0
456,60,561684,3/28/06 8:39,OH,250/500,1014,765.632342,0
281,45,604886,3/3/24 8:27,IN,250/500,1992,1350.594948,5957046
110,27,510772,11/17/21 3:56,IN,250/500,509,1351.925116,4010479
173,35,777840,10/20/16 17:59,OH,100/300,500,913.3428074,0
287,42,948453,10/27/13 9:30,IL,250/500,507,1111.531727,0
16,32,301305,1/5/02 2:38,IL,100/300,981,962.440807,0
150,36,213763,5/14/06 0:16,IL,500/1000,994,1215.509466,4953063
189,37,165597,8/3/04 22:43,OH,250/500,2004,1625.007647,0
252,46,858891,10/6/01 7:55,IL,250/500,1988,1448.075868,0
284,43,996875,7/30/94 6:58,OH,250/500,496,1444.850824,0
313,50,118131,7/29/15 21:29,OH,100/300,1988,1252.454841,0
245,43,672565,9/1/15 22:30,IL,500/1000,1984,1400.144624,6036777
287,43,954456,3/5/24 20:58,IL,250/500,496,1137.935123,0
225,42,219142,7/21/15 1:40,OH,100/300,1007,1497.013287,0
136,29,839458,5/30/94 18:29,OH,250/500,1995,1434.905277,0
145,37,673303,8/14/00 23:55,IN,500/1000,1983,1376.407896,0
224,42,719635,12/1/16 8:33,IN,100/300,995,1294.155647,0
46,41,315338,12/31/93 17:34,OH,100/300,2009,997.4050001,0
203,38,320548,6/1/18 13:19,IL,100/300,2006,1138.087761,0
334,49,564594,5/31/01 23:41,OH,100/300,999,1513.844272,5962370
471,61,613976,1/3/19 3:45,IL,500/1000,496,1253.075659,0
220,42,733978,10/28/23 0:12,IN,100/300,1008,1313.451772,0
182,39,436680,6/21/00 18:45,IL,250/500,504,1553.117896,0
248,39,356289,8/19/18 23:41,IN,250/500,1005,1431.846743,0
53,35,126844,12/9/94 16:15,OH,500/1000,1985,1687.905841,0
77,27,308546,12/28/99 6:22,OH,500/1000,508,1062.54008,0
151,30,357565,6/5/22 15:14,IN,100/300,974,1322.809966,0
162,38,671654,1/9/15 3:55,IL,100/300,1999,1331.998226,8037406
290,44,780989,3/24/19 20:23,OH,500/1000,1006,1381.723008,0
204,34,614609,7/26/98 19:19,IN,100/300,500,850.3214378,3002949
477,63,903303,3/1/04 20:46,IN,250/500,504,993.5420841,0
274,41,336891,8/22/16 11:46,OH,100/300,1991,1451.24568,0
249,40,225481,5/4/09 20:14,IN,500/1000,2016,1307.664162,7007537
413,55,733805,7/21/98 18:17,IL,250/500,497,1032.296597,0
293,44,778302,9/5/22 16:12,OH,500/1000,1005,1384.450124,0
464,57,728744,7/10/09 16:01,IL,100/300,496,869.4017657,6993667
209,37,392420,3/8/04 4:03,OH,500/1000,499,1507.269799,0
88,30,381156,3/2/17 3:16,IN,100/300,1004,1430.780801,0
234,38,489895,4/5/00 20:54,OH,250/500,1001,1278.473954,5002711
25,38,940879,9/26/16 19:03,OH,250/500,1021,1524.162047,6971372
389,52,627464,9/1/11 15:22,OH,250/500,509,1063.633237,0
101,29,786028,7/9/93 11:27,OH,250/500,502,1384.856763,0
464,60,564497,11/18/95 21:11,OH,250/500,1012,779.4210133,0
457,62,670250,5/11/18 2:54,OH,250/500,1009,1390.142892,0
96,29,465932,3/25/15 19:30,IN,250/500,991,1258.8117,5115824
255,46,633353,11/3/01 1:38,IL,250/500,500,1069.167329,0
3,29,279407,3/22/10 8:30,IL,100/300,501,999.1384876,4984285
391,51,143555,7/4/95 10:51,OH,250/500,2007,1123.179135,0
210,36,251080,10/17/21 21:41,IL,500/1000,496,1618.196583,3984471
147,37,673979,5/1/21 22:52,IN,500/1000,1990,1392.847138,0
83,30,186515,1/15/09 3:38,OH,100/300,1010,791.6506096,0
216,36,460673,2/16/17 6:24,IN,500/1000,985,1141.785259,0
151,33,692897,10/2/98 21:21,IN,100/300,1006,1036.466277,0
201,38,424742,5/17/95 12:59,IL,100/300,2001,1127.76748,0
213,41,119040,7/27/19 16:06,OH,100/300,989,1642.344134,0
195,36,841227,2/25/02 19:17,IN,100/300,2002,1327.191297,0
88,27,329828,3/4/12 23:33,OH,100/300,500,1056.884418,0
281,46,592071,4/7/17 16:48,IN,250/500,2007,1334.174918,5996850
342,49,563925,7/6/94 8:02,OH,100/300,1009,1546.440356,6032563
256,46,868452,3/20/05 3:45,IL,250/500,2003,1473.266465,0
69,26,563779,3/13/98 21:31,OH,500/1000,1007,1191.253582,5036299
158,33,959711,1/16/22 16:24,IN,100/300,1984,1497.055547,0
278,43,968084,5/20/08 14:16,OH,250/500,505,1446.848974,0
16,35,111264,12/4/20 4:13,IL,250/500,1006,1353.057658,0
391,53,610735,4/24/01 3:53,OH,250/500,499,1088.000026,0
222,43,216888,4/16/98 22:32,OH,100/300,992,1505.00254,0
156,35,332179,5/28/98 13:07,IL,500/1000,996,1089.109684,0
8,31,424179,6/26/98 13:05,IN,250/500,505,1244.918304,3984626
349,55,941268,7/25/00 19:46,OH,500/1000,498,1490.080196,0
256,45,634174,12/8/94 9:59,IL,250/500,491,1081.920452,0
258,39,463451,6/19/95 7:44,IN,100/300,2009,1335.45456,0
151,30,208049,8/1/97 11:16,IN,500/1000,497,1455.772205,0
358,53,991301,11/6/17 18:43,IL,250/500,509,1795.212439,0
381,53,363798,3/17/11 22:48,IL,250/500,2043,1156.221871,5979232
292,48,825276,3/11/10 0:09,IN,100/300,999,1542.875971,0
228,40,769412,12/18/17 9:17,IN,500/1000,506,1392.674643,0
71,28,265523,9/26/08 4:46,IL,250/500,1011,1334.977485,0
273,44,938466,7/22/12 22:24,IN,500/1000,502,1416.869612,0
120,27,515573,6/26/16 18:05,IN,250/500,2004,1093.402529,0
384,51,177494,12/29/20 9:25,IN,250/500,1017,973.1239598,0
246,41,514306,2/20/07 10:28,OH,250/500,2015,1152.618396,5973339
164,37,430156,3/3/14 17:44,IL,100/300,989,1133.754335,0
167,34,407950,11/13/03 4:09,OH,100/300,1005,1088.302222,0
436,57,714925,10/17/20 6:20,OH,500/1000,496,1130.307015,0
5,21,573641,1/29/95 2:38,IN,250/500,503,912.8009,5087223
321,44,760026,12/19/18 0:38,IL,100/300,989,1145.402603,0
99,28,371434,9/7/11 22:40,OH,100/300,506,1338.578398,0
395,52,142949,9/2/19 5:38,OH,250/500,1994,1119.48893,0
360,50,116521,10/25/18 19:28,IL,250/500,496,1204.96268,4002500
255,40,347727,6/28/13 8:33,IN,100/300,498,1949.2957,0
85,31,882789,8/8/15 23:34,IL,250/500,2007,1234.423767,8984515
198,34,265394,12/22/94 6:51,OH,250/500,986,1584.155191,0
218,36,458440,11/14/99 3:17,IN,500/1000,1004,1163.032411,0
5,21,578814,6/7/05 14:07,IN,250/500,499,902.4419193,4994727
469,64,342815,7/11/17 6:17,OH,250/500,505,837.9806345,0
85,30,187217,11/6/22 10:56,OH,100/300,989,804.6316771,0
119,27,510556,9/5/02 10:46,IN,250/500,1972,1080.261055,0
4,34,425251,9/10/15 18:19,OH,500/1000,502,1275.861117,0
228,44,369129,6/24/00 7:16,IL,500/1000,1000,1588.342604,6024377
91,30,518180,1/14/94 14:26,IL,250/500,2000,1327.795155,8045092
246,41,273956,7/30/00 20:48,IN,500/1000,2026,1207.878848,0
121,29,284653,12/15/06 14:42,OH,250/500,1013,1615.820869,0
120,29,283722,3/19/24 17:50,OH,250/500,976,1602.450819,0
344,47,433353,1/29/15 8:04,OH,250/500,2006,1506.033605,0
446,58,721429,11/21/13 14:41,OH,500/1000,496,1125.355083,0
283,41,186977,10/16/17 8:18,IL,100/300,1020,1454.77946,0
62,29,181365,12/8/09 23:11,IN,250/500,983,1124.343719,0
274,43,940609,6/18/19 14:03,IN,500/1000,500,1410.061475,0
288,44,559007,11/23/08 4:43,IL,100/300,1000,1055.267258,0
149,34,374714,3/3/98 19:26,IN,250/500,494,660.9725051,0
128,31,895728,5/17/99 20:07,OH,250/500,1007,1331.51781,0
85,31,973522,10/18/98 0:28,IL,500/1000,499,1678.54704,7085936
43,43,526640,7/18/09 5:34,IL,500/1000,508,1329.75358,0
456,63,182241,1/17/02 17:14,IN,250/500,997,1205.595274,4076346
334,46,429935,7/13/18 3:54,OH,250/500,1987,1460.297566,0
151,33,628750,6/18/15 6:55,OH,100/300,1005,836.8659522,0
256,47,866340,4/24/98 12:06,IL,250/500,1976,1459.676109,0
16,32,303600,10/27/15 9:56,IL,100/300,973,967.6124631,0
128,31,522699,5/5/96 20:00,IL,100/300,499,1041.024865,0
208,38,362266,10/12/02 0:19,IN,100/300,501,1260.261674,0
235,38,829534,7/2/23 18:03,IN,250/500,997,1151.129155,3977814
407,56,722475,1/2/02 14:06,IL,250/500,489,1064.342633,0
445,60,546089,1/17/20 15:57,OH,250/500,995,752.3792768,0
275,47,804357,9/14/06 13:44,IN,100/300,994,1716.617529,0
253,40,346741,12/10/16 4:22,IN,100/300,490,1922.713211,0
274,43,945945,11/30/22 9:52,IN,500/1000,497,1407.954651,0
433,59,627165,1/12/94 1:55,IN,500/1000,2012,1195.508784,0
248,44,965081,4/14/95 18:14,OH,250/500,2022,1644.566979,0
135,36,468276,10/31/96 20:53,OH,250/500,987,1497.94361,0
371,50,980565,3/6/03 0:11,IN,250/500,986,1597.297488,0
231,39,752376,8/10/07 21:48,IN,500/1000,504,1382.981561,0
221,40,907651,10/24/03 0:00,OH,100/300,2003,1300.876025,0
260,38,334513,5/31/06 15:54,OH,250/500,1002,1423.290646,0
4,34,416584,5/3/05 6:50,OH,500/1000,500,1287.576327,0
126,31,888545,10/29/02 15:57,OH,250/500,1000,1317.872035,0
106,28,109878,7/31/17 10:27,OH,100/300,2014,1624.333651,0
237,38,488476,8/14/10 8:22,OH,250/500,1007,1279.620431,4942491
230,38,844006,4/26/21 21:50,IL,500/1000,2009,1471.907889,3997303
156,34,605468,5/9/00 21:55,IN,100/300,504,799.5984931,0
8,35,697271,4/6/21 17:41,OH,100/300,1996,1270.47543,0
465,57,724810,3/3/99 4:32,IL,100/300,498,848.0948961,7067722
265,42,767544,1/25/08 14:22,OH,250/500,501,1323.076292,0
443,61,215017,4/7/16 1:27,OH,100/300,2001,1130.705549,0
108,31,495778,5/17/15 18:25,IN,500/1000,2010,1189.462298,0
237,38,875807,3/28/10 15:48,OH,250/500,990,793.2219008,0
171,35,609881,3/28/23 22:18,IN,250/500,505,1618.299807,0
162,38,411809,3/18/99 7:39,IN,500/1000,2023,1473.589054,0
382,53,368994,12/12/93 19:40,IL,250/500,2003,1165.535626,6011587
102,33,359309,6/11/13 23:10,OH,500/1000,2017,1027.5411,0
56,36,744657,8/5/97 6:03,IN,100/300,502,1538.821797,0
446,57,638676,9/28/11 2:49,IL,100/300,1019,1006.372486,5087328
333,50,805446,10/1/21 12:19,OH,500/1000,495,1250.315851,0
80,28,471986,5/11/97 12:23,IL,250/500,1001,1144.305301,6056207
135,36,469227,4/14/00 16:43,OH,250/500,1019,1465.803246,0
161,34,937488,6/6/94 1:47,IN,100/300,1991,1462.348763,0
327,50,815370,4/19/18 16:29,OH,500/1000,492,1219.244983,0
441,57,713025,7/15/03 3:13,OH,500/1000,497,1110.892586,0
86,29,918088,9/8/17 12:30,IL,100/300,2018,1408.709297,0
274,41,494851,3/30/06 21:10,OH,100/300,2000,1503.993426,0
355,53,995685,4/20/21 14:32,IL,250/500,499,1775.35302,0
472,65,905012,7/10/14 8:14,IN,250/500,502,985.8957923,0
253,40,417098,6/10/21 0:56,IN,250/500,508,1380.058571,0
244,40,358989,3/8/15 3:52,IN,250/500,1014,1430.504708,0
456,61,182585,2/22/95 1:34,IN,250/500,995,1199.201969,4029371
65,30,397473,10/11/21 14:23,IN,100/300,493,1430.174699,4013330
117,27,511350,5/23/23 9:44,IN,250/500,2033,1081.835254,0
454,60,557463,8/4/16 20:08,OH,250/500,1015,763.6648187,0
398,57,391856,6/26/02 20:13,IL,250/500,507,1393.851075,0
145,34,453511,7/27/17 15:40,IN,100/300,997,1149.897699,0
16,32,300336,9/22/22 1:35,IL,100/300,993,957.3635405,0
200,34,945211,6/15/13 17:57,IN,250/500,2014,1331.939299,0
256,41,361553,9/29/93 10:21,IL,500/1000,1994,1153.169989,3998682
411,56,738890,2/6/95 22:27,IL,250/500,492,1039.967546,0
54,36,731226,6/30/04 21:42,IN,100/300,495,1526.08233,0
86,29,928258,12/22/96 13:32,IL,100/300,2025,1387.669399,0
61,29,180925,4/17/20 10:40,IN,250/500,995,1115.673107,0
288,44,770587,7/7/98 21:25,OH,500/1000,1009,1357.236178,0
440,57,708081,6/9/10 18:52,OH,500/1000,491,1114.485174,0
36,37,292115,12/2/10 0:59,IL,500/1000,1011,1101.466095,0
201,34,255736,8/3/22 21:27,OH,250/500,1001,1600.407918,0
86,30,188600,12/11/15 19:17,OH,100/300,997,801.4669771,0
135,30,844218,3/21/08 1:48,OH,250/500,2006,1443.94526,0
193,40,603819,8/9/08 6:54,IL,100/300,488,1165.842984,0
427,54,485875,10/13/15 13:04,IN,500/1000,1964,1168.296983,0
422,53,329306,8/3/93 16:39,IL,100/300,978,1478.83794,0
393,53,624476,11/10/97 8:03,OH,250/500,505,1065.556827,0
185,40,389936,2/17/22 4:54,OH,500/1000,1956,965.4435643,0
70,24,801330,8/21/20 12:39,IN,500/1000,497,1451.883456,0
14,28,336463,7/25/98 13:04,OH,250/500,2039,1571.863319,0
22,25,828270,4/2/01 17:28,OH,250/500,2000,1055.063013,0
134,36,466903,2/4/14 0:01,OH,250/500,1001,1493.938222,0
193,37,370153,8/3/03 1:06,IL,100/300,998,1425.552243,8013007
301,49,806318,8/19/23 15:55,IL,100/300,1003,1410.006719,0
198,34,265223,6/5/98 2:40,OH,250/500,987,1588.97144,0
100,29,790620,10/12/10 14:35,OH,250/500,499,1382.359826,0
79,27,314415,10/18/13 13:40,OH,500/1000,498,1041.101386,0
292,47,686850,11/24/06 4:17,OH,500/1000,993,1341.350964,0
210,36,389504,6/11/21 7:11,OH,500/1000,502,1481.353156,0
128,32,532005,8/8/13 23:07,IL,100/300,502,1038.84623,0
5,21,572973,5/3/12 5:46,IN,250/500,491,928.7864418,4955712
237,44,444633,9/5/16 8:38,OH,250/500,1002,1525.116615,4019388
238,38,489215,3/2/07 12:33,OH,250/500,1000,1284.78229,4958448
41,26,618270,5/2/15 15:18,IL,100/300,980,1378.146832,0
195,36,517910,5/8/95 17:10,IN,250/500,1003,1085.199996,0
225,40,909658,3/2/14 11:28,OH,100/300,2005,1295.000512,0
246,39,357818,12/3/97 0:44,IN,250/500,1000,1417.543791,0
477,62,619279,6/16/22 23:35,IL,500/1000,495,1276.12182,0
187,40,391740,10/10/11 17:25,OH,500/1000,2023,961.3389947,0
56,29,306607,11/4/11 22:37,IL,100/300,1003,1550.826093,0
89,32,270584,9/26/10 5:12,IN,100/300,1985,1482.664126,0
48,44,295555,10/4/02 10:45,IL,100/300,2020,1424.601481,0
469,64,902612,9/18/00 0:56,IN,250/500,502,969.4635509,0
204,38,414380,10/29/98 8:48,IL,100/300,2002,1140.124868,0
122,34,140671,12/14/04 8:00,IN,250/500,1000,1223.013434,0
37,25,418875,4/13/12 1:37,OH,100/300,1000,1221.165415,0
172,36,610165,6/6/09 15:00,IN,250/500,505,1609.132926,0
286,45,855231,1/4/07 18:51,OH,250/500,1998,1143.76511,0
229,43,223046,11/3/94 2:43,OH,100/300,1009,1519.082584,0
275,41,498667,10/17/02 1:21,OH,100/300,1982,1519.708828,0
54,36,124413,3/13/12 19:22,OH,500/1000,2030,1697.262691,0
16,35,109493,3/19/00 5:15,IL,250/500,996,1379.35007,0
62,29,181280,5/22/13 19:01,IN,250/500,1002,1129.475982,0
123,33,554327,9/10/96 4:14,IL,250/500,499,1228.731684,0
296,46,872347,2/13/94 20:40,IN,250/500,504,1279.615956,0
202,34,604473,12/3/08 6:48,IN,100/300,503,845.9940685,3060936
237,39,827527,1/22/04 18:42,IL,500/1000,2039,1448.658751,4015329
194,36,595572,8/15/23 21:08,IN,250/500,2003,1466.658064,0
89,31,264091,6/23/93 2:05,IN,100/300,2007,1507.580025,0
248,44,924521,5/10/10 12:38,OH,250/500,2012,1106.71107,0
49,43,297625,4/22/99 14:55,IL,100/300,2020,1408.988425,0
356,54,937399,2/10/97 23:56,OH,500/1000,499,1496.118569,0
248,45,271061,6/7/02 22:20,IN,250/500,499,1560.12353,0
143,34,458613,11/9/96 16:42,IN,100/300,999,1151.862115,0
90,32,519534,10/9/02 11:47,IN,250/500,992,984.3744293,0
434,53,330280,6/29/00 8:18,IL,100/300,1009,1507.558287,0
158,33,183324,11/10/21 20:38,IL,500/1000,1009,1432.777974,0
194,39,615479,3/17/18 21:44,OH,500/1000,1003,1493.322008,6025052
445,61,214537,7/22/95 2:30,OH,100/300,2034,1130.630323,0
278,45,715487,11/1/00 4:02,IN,250/500,991,1419.059421,0
153,33,697327,3/16/02 17:11,IN,100/300,983,1031.833737,0
96,29,465758,4/29/08 3:51,IN,250/500,987,1290.748024,5024133
163,32,426808,3/11/04 22:50,IN,500/1000,505,1416.680691,0
190,40,616586,4/1/98 19:25,IL,100/300,499,1154.123189,0
103,29,224253,10/22/23 23:10,OH,500/1000,497,934.019885,0
472,64,916015,12/22/17 4:04,IN,250/500,503,995.8289165,0
300,48,677358,12/29/99 12:38,OH,500/1000,1006,1343.407046,0
338,50,578817,10/9/11 11:09,OH,100/300,988,1510.771532,6049435
235,37,882010,10/12/20 5:18,IL,100/300,2015,1626.837893,0
35,37,289898,4/10/21 12:27,IL,500/1000,1007,1125.681443,0
224,42,727565,7/24/06 21:05,IN,100/300,1015,1272.273914,0
235,39,719464,3/2/09 19:15,OH,500/1000,1991,1521.588838,0
103,29,220714,3/11/96 8:34,OH,500/1000,504,916.5424452,0
70,24,807196,5/19/03 9:31,IN,500/1000,498,1418.50769,0
128,31,889419,8/19/16 23:15,OH,250/500,1001,1331.880463,0
36,31,230353,8/24/04 2:52,IL,500/1000,497,1963.175144,0
87,31,852750,2/25/12 3:44,IL,250/500,2025,1231.865334,8796401
153,33,693448,7/24/12 4:39,IN,100/300,1000,1028.085333,0
235,38,862885,5/3/03 0:08,OH,250/500,1027,797.6519502,0
444,62,214950,10/24/12 5:37,OH,100/300,2011,1142.242338,0
151,37,683103,11/18/17 3:03,IN,500/1000,2020,1359.175753,0
151,37,899851,9/15/13 18:55,IN,500/1000,1015,1711.634137,0
244,40,227615,11/21/05 0:25,IN,500/1000,2031,1318.233785,7049270
257,45,627382,5/22/98 5:49,IL,250/500,506,1073.684095,0
346,54,930223,4/11/21 18:43,OH,500/1000,511,1509.787139,0
209,38,392966,1/15/01 19:37,OH,100/300,502,1361.654873,0
185,38,436629,3/8/21 17:42,IL,250/500,499,1527.332504,0
62,26,556970,1/18/96 9:39,IL,500/1000,494,1495.541498,6047117
247,42,264202,11/2/17 23:56,IN,500/1000,2010,1197.788823,0
56,36,743258,12/13/07 17:32,IN,100/300,499,1534.863302,0
2,20,475880,8/19/22 0:34,IN,500/1000,1007,1188.343673,4042004
128,35,465053,1/6/19 22:32,IN,500/1000,503,1366.344501,0
261,40,418841,8/19/07 17:37,IN,250/500,500,1375.206179,0
451,61,669494,11/27/14 7:05,OH,250/500,1016,1422.762953,0
166,32,425196,1/1/18 6:08,IN,500/1000,494,1391.38791,0
89,32,514825,1/12/20 14:55,IN,250/500,1002,973.973995,0
103,33,363418,2/2/03 11:42,OH,500/1000,1989,1021.760059,0
282,43,977647,1/6/00 2:11,IL,250/500,497,1128.67597,0
167,39,858251,11/15/22 6:45,OH,100/300,1946,1154.859412,0
47,34,217487,4/11/05 20:25,IL,500/1000,500,1168.548163,0
253,45,631396,2/6/19 4:46,IL,250/500,508,1071.105511,0
307,46,375786,4/20/04 0:54,IL,500/1000,503,1524.079771,0
218,39,651586,8/17/18 11:10,IN,250/500,2004,1286.070555,6919227
234,39,842563,8/9/00 22:53,IL,500/1000,2040,1439.560491,3971958
209,38,957354,11/14/12 16:02,IN,250/500,503,995.0990437,0
308,50,414438,3/24/95 7:49,OH,100/300,488,807.491736,0
237,38,482640,1/26/14 4:12,OH,250/500,1007,1290.156338,4921509
63,26,540837,7/2/99 5:28,IL,500/1000,500,1517.973885,5971170
86,27,317485,1/29/19 15:12,OH,100/300,491,1061.605935,0
324,46,660858,6/8/04 5:02,IN,100/300,1992,895.094172,6062993
235,38,727159,12/23/22 2:33,OH,500/1000,2010,1552.786201,0
295,46,161266,2/2/99 4:33,IL,500/1000,1977,1341.952967,0
429,52,332625,5/25/07 23:57,IL,100/300,983,1483.207602,0
91,30,522358,12/10/00 6:05,IL,250/500,2004,1310.480318,7941591
185,34,149152,5/10/05 20:24,IN,500/1000,505,1225.119046,0
297,47,161881,8/21/95 8:44,IL,500/1000,1987,1328.013994,0
256,46,871569,11/10/94 16:16,IL,250/500,1986,1482.360666,0
270,41,336529,7/19/23 3:25,OH,100/300,1990,1415.375941,0
259,41,367682,1/2/11 13:28,IL,500/1000,2015,1181.235289,4021801
153,30,208793,1/13/01 7:06,IN,500/1000,513,1431.834822,0
129,31,527004,9/13/06 7:28,IL,100/300,504,1039.858113,0
267,45,271313,7/23/15 14:11,OH,100/300,1992,1563.336141,0
155,36,381379,7/19/20 17:54,IN,250/500,499,1103.99006,0
458,57,736903,1/26/06 20:11,IL,100/300,496,860.0208276,7060128
247,45,935225,11/25/22 8:50,OH,250/500,2005,1659.795908,0
98,32,130131,3/1/21 4:09,IN,100/300,1003,1048.338879,2993324
196,36,849723,8/9/05 15:06,IN,100/300,2020,1352.44225,0
334,48,433817,10/26/97 4:56,OH,250/500,2005,1491.858019,0
8,35,708200,1/2/04 14:33,OH,100/300,2009,1262.200427,0
91,31,529911,4/18/00 11:30,OH,250/500,2022,948.1205531,0
223,42,917866,7/23/95 8:45,IL,250/500,504,1125.610972,0
16,32,308877,7/24/98 6:48,IL,100/300,992,966.8849171,0
168,36,606830,5/2/16 6:39,IN,250/500,503,1606.205597,0
16,33,304954,4/10/19 5:45,IL,100/300,997,978.4693953,0
458,57,739912,11/18/19 3:29,IL,100/300,501,864.5485225,7001203
15,34,909503,2/12/05 20:28,IN,250/500,1993,1568.392535,0
258,43,581067,6/21/10 3:12,IL,500/1000,502,1173.941648,6968065
71,28,259155,3/10/12 0:36,IL,250/500,1011,1321.745792,0
89,32,516134,2/15/13 23:16,IN,250/500,993,981.5132535,0
155,37,277209,4/18/11 11:18,OH,100/300,501,1071.474921,0
157,33,959662,9/9/11 4:55,IN,100/300,2009,1453.558916,0
305,50,407464,12/9/15 6:46,OH,100/300,509,799.3425163,0
275,47,803067,4/2/03 17:54,IN,100/300,986,1747.139509,0
41,26,621709,11/18/11 19:28,IL,100/300,1000,1388.036597,0
210,38,392138,10/2/21 18:34,OH,100/300,503,1341.750165,0
71,24,796040,10/31/06 5:21,IN,500/1000,496,1410.377544,0
286,47,731608,6/11/10 1:07,IN,100/300,1004,1190.757279,0
56,29,304930,4/18/15 18:26,IL,100/300,1000,1533.702432,0
162,33,180438,2/23/01 21:40,IL,500/1000,986,1421.247975,0
292,45,566026,12/28/01 13:04,IL,100/300,1000,1041.764127,0
333,50,795061,12/11/07 5:00,OH,500/1000,495,1212.504581,0
198,35,961083,5/11/20 9:36,IN,250/500,1973,1334.230111,0
157,35,334503,3/18/12 20:25,IL,500/1000,997,1082.834388,0
252,41,373436,2/6/04 21:49,IL,500/1000,1973,1168.532232,3953091
301,49,793596,12/2/02 16:58,IL,100/300,1006,1442.695858,0
210,39,368680,8/2/16 7:37,IN,100/300,494,1259.517851,0
190,39,658735,12/21/93 15:30,IN,100/300,1985,1245.431512,0
243,44,670662,3/20/12 2:40,IL,500/1000,1981,1377.264337,5930626
151,33,633224,8/26/01 23:36,OH,100/300,1001,841.8538553,0
216,35,329214,6/25/22 19:24,IL,500/1000,1003,1120.743357,0
201,35,940375,2/6/03 6:28,IN,250/500,2022,1346.502026,0
76,25,356286,12/11/21 2:52,IL,250/500,2014,783.9074645,0
236,41,731271,3/23/99 8:41,OH,500/1000,2005,1612.82472,0
37,31,230201,9/28/97 11:13,IL,500/1000,493,2001.114569,0
37,31,232500,2/5/08 22:42,IL,500/1000,502,1977.589885,0
251,41,266129,1/12/04 16:38,IN,500/1000,1996,1214.84651,0
427,54,490212,9/8/22 4:44,IN,500/1000,2010,1146.273199,0
135,36,460899,6/13/24 11:30,OH,250/500,1001,1475.150232,0
274,45,406698,10/2/20 3:13,IN,500/1000,2006,1448.561233,0
468,63,180721,11/9/15 0:32,IN,250/500,1003,1205.729587,3980510
36,37,296917,8/28/93 21:51,IL,500/1000,994,1116.924687,0
256,40,418736,3/6/04 21:48,IN,250/500,498,1375.327485,0
52,36,125535,8/26/15 15:12,OH,500/1000,2010,1697.394134,0
195,36,853942,12/18/15 2:35,IN,100/300,1992,1342.163017,0
257,41,463259,4/9/09 15:02,IN,100/300,1982,1321.200357,0
70,26,557611,5/12/22 16:18,OH,500/1000,999,1221.267466,5060229
92,30,505096,8/27/21 5:02,IL,250/500,2001,1303.653812,8058498
369,50,992367,7/13/13 11:40,IN,250/500,1009,1563.022135,0
120,29,285701,7/3/03 18:52,OH,250/500,995,1653.46115,0
246,44,945202,6/13/19 13:00,OH,250/500,2004,1647.971942,0
299,49,846841,2/3/17 15:48,IN,100/300,999,1527.521386,0
266,42,514060,11/21/09 7:33,OH,100/300,1013,1285.956827,0
274,48,796381,8/10/13 5:23,IN,100/300,998,1696.660917,0
219,36,453638,6/1/96 7:27,IN,500/1000,993,1165.794827,0
156,35,337804,8/31/15 16:14,IL,500/1000,1005,1090.370727,0
46,40,313988,6/14/97 13:24,OH,100/300,2008,998.2282787,0
197,38,680210,10/12/07 22:48,IN,100/300,2006,1224.127508,0
284,47,730469,8/19/96 17:49,IN,100/300,1008,1228.330738,0
224,43,217266,6/15/22 17:19,OH,100/300,996,1553.168758,0
88,27,327231,9/21/08 3:44,OH,100/300,502,1049.915879,0
224,39,919518,7/9/24 22:57,OH,100/300,1988,1303.973185,0
57,29,301490,3/14/22 10:05,IL,100/300,993,1545.362838,0
296,46,876795,6/23/04 8:09,IN,250/500,496,1256.964888,0
268,45,503094,2/8/19 17:17,OH,500/1000,503,1195.525428,0
455,61,917241,7/28/20 13:43,IN,100/300,997,1337.789077,0
70,28,267642,12/5/94 21:28,IL,250/500,1006,1335.091325,0
297,46,165761,4/2/23 23:20,IL,500/1000,1990,1351.817612,0
112,27,513717,1/26/08 20:37,IN,250/500,504,1389.327932,4053335
286,41,188842,3/30/21 4:07,IL,100/300,990,1449.002675,0
101,33,555739,11/7/99 19:59,IN,100/300,1001,975.0689176,5970419
366,49,116755,7/22/01 16:20,IL,250/500,498,1178.607722,4076846
106,26,260227,8/20/09 0:19,IL,500/1000,1990,937.6101584,0
37,25,423849,8/21/22 13:05,OH,100/300,997,1216.851101,0
257,44,638509,4/16/05 21:28,IL,250/500,507,1094.857255,0
